n,alpha_spread,capacity,sum_kstar,rho,regime,all_clients_concave,greedy_obj,dp_obj,milp_obj,greedy_minus_dp,dp_minus_milp,greedy_is_optimal,alloc_matches_dp,greedy_alloc,dp_alloc
8,0.0,21,40,1.9047619047619047,binding,True,19.255427279781756,19.255427279781756,19.255427279781756,0.0,0.0,True,True,3|3|3|3|3|2|2|2,3|3|3|3|3|2|2|2
8,0.0,22,40,1.8181818181818181,binding,True,19.577545265045924,19.577545265045924,19.577545265045924,0.0,0.0,True,True,3|3|3|3|3|3|2|2,3|3|3|3|3|3|2|2
8,0.0,23,40,1.7391304347826086,binding,True,19.89966325031009,19.89966325031009,19.89966325031009,0.0,0.0,True,True,3|3|3|3|3|3|3|2,3|3|3|3|3|3|3|2
8,0.0,24,40,1.6666666666666667,binding,True,20.22178123557426,20.22178123557426,20.22178123557426,0.0,0.0,True,True,3|3|3|3|3|3|3|3,3|3|3|3|3|3|3|3
8,0.0,25,40,1.6,binding,True,20.404533501139706,20.404533501139706,20.404533501139706,0.0,0.0,True,True,4|3|3|3|3|3|3|3,4|3|3|3|3|3|3|3
8,0.0,26,40,1.5384615384615385,binding,True,20.587285766705154,20.587285766705154,20.587285766705154,0.0,0.0,True,True,4|4|3|3|3|3|3|3,4|4|3|3|3|3|3|3
8,0.0,27,40,1.4814814814814814,binding,True,20.7700380322706,20.7700380322706,20.7700380322706,0.0,0.0,True,True,4|4|4|3|3|3|3|3,4|4|4|3|3|3|3|3
8,0.0,28,40,1.4285714285714286,binding,True,20.95279029783605,20.95279029783605,20.95279029783605,0.0,0.0,True,True,4|4|4|4|3|3|3|3,4|4|4|4|3|3|3|3
8,0.0,29,40,1.3793103448275863,binding,True,21.1355425634015,21.1355425634015,21.135542563401497,0.0,3.552713678800501e-15,True,True,4|4|4|4|4|3|3|3,4|4|4|4|4|3|3|3
8,0.0,30,40,1.3333333333333333,binding,True,21.31829482896695,21.31829482896695,21.31829482896695,0.0,0.0,True,True,4|4|4|4|4|4|3|3,4|4|4|4|4|4|3|3
8,0.0,31,40,1.2903225806451613,binding,True,21.501047094532396,21.501047094532396,21.501047094532392,0.0,3.552713678800501e-15,True,True,4|4|4|4|4|4|4|3,4|4|4|4|4|4|4|3
8,0.0,32,40,1.25,binding,True,21.683799360097844,21.683799360097844,21.683799360097836,0.0,7.105427357601002e-15,True,True,4|4|4|4|4|4|4|4,4|4|4|4|4|4|4|4
8,0.0,33,40,1.2121212121212122,binding,True,21.73851626135594,21.73851626135594,21.73851626135594,0.0,0.0,True,True,5|4|4|4|4|4|4|4,5|4|4|4|4|4|4|4
8,0.0,34,40,1.1764705882352942,binding,True,21.793233162614037,21.793233162614037,21.793233162614033,0.0,3.552713678800501e-15,True,True,5|5|4|4|4|4|4|4,5|5|4|4|4|4|4|4
8,0.0,35,40,1.1428571428571428,binding,True,21.847950063872133,21.847950063872133,21.84795006387213,0.0,3.552713678800501e-15,True,True,5|5|5|4|4|4|4|4,5|5|5|4|4|4|4|4
8,0.0,36,40,1.1111111111111112,binding,True,21.90266696513023,21.90266696513023,21.902666965130233,0.0,-3.552713678800501e-15,True,True,5|5|5|5|4|4|4|4,5|5|5|5|4|4|4|4
8,0.0,37,40,1.0810810810810811,binding,True,21.957383866388327,21.957383866388327,21.957383866388316,0.0,1.0658141036401503e-14,True,True,5|5|5|5|5|4|4|4,5|5|5|5|5|4|4|4
8,0.0,38,40,1.0526315789473684,binding,True,22.012100767646423,22.012100767646423,22.01210076764642,0.0,3.552713678800501e-15,True,True,5|5|5|5|5|5|4|4,5|5|5|5|5|5|4|4
8,0.0,39,40,1.0256410256410255,binding,True,22.06681766890452,22.06681766890452,22.066817668904516,0.0,3.552713678800501e-15,True,True,5|5|5|5|5|5|5|4,5|5|5|5|5|5|5|4
8,0.0,40,40,1.0,slack,True,22.121534570162616,22.121534570162616,22.121534570162613,0.0,3.552713678800501e-15,True,True,5|5|5|5|5|5|5|5,5|5|5|5|5|5|5|5
8,0.0,41,40,0.975609756097561,slack,True,22.121534570162616,22.121534570162616,22.121534570162613,0.0,3.552713678800501e-15,True,True,5|5|5|5|5|5|5|5,5|5|5|5|5|5|5|5
8,0.0,42,40,0.9523809523809523,slack,True,22.121534570162616,22.121534570162616,22.121534570162616,0.0,0.0,True,True,5|5|5|5|5|5|5|5,5|5|5|5|5|5|5|5
8,0.0,43,40,0.9302325581395349,slack,True,22.121534570162616,22.121534570162616,22.121534570162613,0.0,3.552713678800501e-15,True,True,5|5|5|5|5|5|5|5,5|5|5|5|5|5|5|5
8,0.0,44,40,0.9090909090909091,slack,True,22.121534570162616,22.121534570162616,22.121534570162613,0.0,3.552713678800501e-15,True,True,5|5|5|5|5|5|5|5,5|5|5|5|5|5|5|5
8,0.1,8,39,4.875,binding,True,13.699217011180936,13.699217011180936,13.699217011180936,0.0,0.0,True,True,1|1|1|1|1|1|1|1,1|1|1|1|1|1|1|1
8,0.1,9,39,4.333333333333333,binding,True,14.345365775022163,14.345365775022163,14.345365775022161,0.0,1.7763568394002505e-15,True,True,1|1|1|1|1|1|1|2,1|1|1|1|1|1|1|2
8,0.1,10,39,3.9,binding,True,14.945435362907876,14.945435362907876,14.945435362907876,0.0,0.0,True,True,1|1|1|1|1|1|2|2,1|1|1|1|1|1|2|2
8,0.1,11,39,3.5454545454545454,binding,True,15.501399314264816,15.501399314264816,15.501399314264816,0.0,0.0,True,True,1|1|1|1|1|2|2|2,1|1|1|1|1|2|2|2
8,0.1,12,39,3.25,binding,True,16.015156177681657,16.015156177681657,16.015156177681654,0.0,3.552713678800501e-15,True,True,1|1|1|1|2|2|2|2,1|1|1|1|2|2|2|2
8,0.1,13,39,3.0,binding,True,16.50862701495025,16.50862701495025,16.508627014950246,0.0,3.552713678800501e-15,True,True,1|1|1|1|2|2|2|3,1|1|1|1|2|2|2|3
8,0.1,14,39,2.7857142857142856,binding,True,16.982016506053323,16.982016506053323,16.98201650605332,0.0,3.552713678800501e-15,True,True,1|1|1|2|2|2|2|3,1|1|1|2|2|2|2|3
8,0.1,15,39,2.6,binding,True,17.42100416431648,17.42100416431648,17.42100416431648,0.0,0.0,True,True,1|1|1|2|2|2|3|3,1|1|1|2|2|2|3|3
8,0.1,16,39,2.4375,binding,True,17.855818456831322,17.855818456831322,17.855818456831322,0.0,0.0,True,True,1|1|2|2|2|2|3|3,1|1|2|2|2|2|3|3
8,0.1,17,39,2.2941176470588234,binding,True,18.253810464839297,18.253810464839297,18.253810464839297,0.0,0.0,True,True,1|2|2|2|2|2|3|3,1|2|2|2|2|2|3|3
8,0.1,18,39,2.1666666666666665,binding,True,18.642912275948365,18.642912275948365,18.642912275948365,0.0,0.0,True,True,1|2|2|2|2|3|3|3,1|2|2|2|2|3|3|3
8,0.1,19,39,2.0526315789473686,binding,True,19.00580196824252,19.00580196824252,19.00580196824252,0.0,0.0,True,True,2|2|2|2|2|3|3|3,2|2|2|2|2|3|3|3
8,0.1,20,39,1.95,binding,True,19.351623561107672,19.351623561107672,19.351623561107676,0.0,-3.552713678800501e-15,True,True,2|2|2|2|2|3|3|4,2|2|2|2|2|3|3|4
8,0.1,21,39,1.8571428571428572,binding,True,19.69507570201438,19.69507570201438,19.69507570201438,0.0,0.0,True,True,2|2|2|2|3|3|3|4,2|2|2|2|3|3|3|4
8,0.1,22,39,1.7727272727272727,binding,True,19.996806335389703,19.996806335389703,19.996806335389703,0.0,0.0,True,True,2|2|2|3|3|3|3|4,2|2|2|3|3|3|3|4
8,0.1,23,39,1.6956521739130435,binding,True,20.28764501898225,20.28764501898225,20.28764501898225,0.0,0.0,True,True,2|2|2|3|3|3|4|4,2|2|2|3|3|3|4|4
8,0.1,24,39,1.625,binding,True,20.5513127679529,20.5513127679529,20.5513127679529,0.0,0.0,True,True,2|2|3|3|3|3|4|4,2|2|3|3|3|3|4|4
8,0.1,25,39,1.56,binding,True,20.794321214681805,20.794321214681805,20.79432121468181,0.0,-3.552713678800501e-15,True,True,2|2|3|3|3|4|4|4,2|2|3|3|3|4|4|4
8,0.1,26,39,1.5,binding,True,21.02334415571148,21.02334415571148,21.02334415571148,0.0,0.0,True,True,2|3|3|3|3|4|4|4,2|3|3|3|3|4|4|4
8,0.1,27,39,1.4444444444444444,binding,True,21.22477706681185,21.22477706681185,21.22477706681185,0.0,0.0,True,True,2|3|3|3|4|4|4|4,2|3|3|3|4|4|4|4
8,0.1,28,39,1.3928571428571428,binding,True,21.422355227639308,21.422355227639308,21.422355227639308,0.0,0.0,True,True,3|3|3|3|4|4|4|4,3|3|3|3|4|4|4|4
8,0.1,29,39,1.3448275862068966,binding,True,21.607557673906708,21.607557673906708,21.60755767390671,0.0,-3.552713678800501e-15,True,True,3|3|3|3|4|4|4|5,3|3|3|3|4|4|4|5
8,0.1,30,39,1.3,binding,True,21.772921993870884,21.772921993870884,21.772921993870884,0.0,0.0,True,True,3|3|3|4|4|4|4|5,3|3|3|4|4|4|4|5
8,0.1,31,39,1.2580645161290323,binding,True,21.91053376045116,21.91053376045116,21.910533760451163,0.0,-3.552713678800501e-15,True,True,3|3|3|4|4|4|5|5,3|3|3|4|4|4|5|5
8,0.1,32,39,1.21875,binding,True,22.044700563958642,22.044700563958642,22.044700563958646,0.0,-3.552713678800501e-15,True,True,3|3|4|4|4|4|5|5,3|3|4|4|4|4|5|5
8,0.1,33,39,1.1818181818181819,binding,True,22.151991361394217,22.151991361394217,22.15199136139422,0.0,-3.552713678800501e-15,True,True,3|4|4|4|4|4|5|5,3|4|4|4|4|4|5|5
8,0.1,34,39,1.1470588235294117,binding,True,22.25105632139372,22.25105632139372,22.25105632139372,0.0,0.0,True,True,3|4|4|4|4|5|5|5,3|4|4|4|4|5|5|5
8,0.1,35,39,1.1142857142857143,binding,True,22.33531142839611,22.33531142839611,22.33531142839611,0.0,0.0,True,True,4|4|4|4|4|5|5|5,4|4|4|4|4|5|5|5
8,0.1,36,39,1.0833333333333333,binding,True,22.403235884119248,22.403235884119248,22.403235884119248,0.0,0.0,True,True,4|4|4|4|5|5|5|5,4|4|4|4|5|5|5|5
8,0.1,37,39,1.054054054054054,binding,True,22.446133406255008,22.446133406255008,22.44613340625501,0.0,-3.552713678800501e-15,True,True,4|4|4|5|5|5|5|5,4|4|4|5|5|5|5|5
8,0.1,38,39,1.0263157894736843,binding,True,22.469076855727764,22.469076855727764,22.469076855727778,0.0,-1.4210854715202004e-14,True,True,4|4|5|5|5|5|5|5,4|4|5|5|5|5|5|5
8,0.1,39,39,1.0,slack,True,22.47628814354508,22.47628814354508,22.47628814354508,0.0,0.0,True,True,4|5|5|5|5|5|5|5,4|5|5|5|5|5|5|5
8,0.1,40,39,0.975,slack,True,22.47628814354508,22.47628814354508,22.476288143545084,0.0,-3.552713678800501e-15,True,True,4|5|5|5|5|5|5|5,4|5|5|5|5|5|5|5
8,0.1,41,39,0.9512195121951219,slack,True,22.47628814354508,22.47628814354508,22.47628814354508,0.0,0.0,True,True,4|5|5|5|5|5|5|5,4|5|5|5|5|5|5|5
8,0.1,42,39,0.9285714285714286,slack,True,22.47628814354508,22.47628814354508,22.47628814354508,0.0,0.0,True,True,4|5|5|5|5|5|5|5,4|5|5|5|5|5|5|5
8,0.1,43,39,0.9069767441860465,slack,True,22.47628814354508,22.47628814354508,22.47628814354508,0.0,0.0,True,True,4|5|5|5|5|5|5|5,4|5|5|5|5|5|5|5
8,0.18,8,39,4.875,binding,True,13.702038416029989,13.702038416029989,13.702038416029987,0.0,1.7763568394002505e-15,True,True,1|1|1|1|1|1|1|1,1|1|1|1|1|1|1|1
8,0.18,9,39,4.333333333333333,binding,True,14.488733353422784,14.488733353422784,14.488733353422782,0.0,1.7763568394002505e-15,True,True,1|1|1|1|1|1|1|2,1|1|1|1|1|1|1|2
8,0.18,10,39,3.9,binding,True,15.183034444365273,15.183034444365273,15.183034444365273,0.0,0.0,True,True,1|1|1|1|1|1|2|2,1|1|1|1|1|1|2|2
8,0.18,11,39,3.5454545454545454,binding,True,15.857776176145862,15.857776176145862,15.857776176145862,0.0,0.0,True,True,1|1|1|1|1|1|2|3,1|1|1|1|1|1|2|3
8,0.18,12,39,3.25,binding,True,16.466900954433477,16.466900954433477,16.466900954433477,0.0,0.0,True,True,1|1|1|1|1|2|2|3,1|1|1|1|1|2|2|3
8,0.18,13,39,3.0,binding,True,17.01989103778505,17.01989103778505,17.01989103778505,0.0,0.0,True,True,1|1|1|1|1|2|3|3,1|1|1|1|1|2|3|3
8,0.18,14,39,2.7857142857142856,binding,True,17.568516789090914,17.568516789090914,17.568516789090914,0.0,0.0,True,True,1|1|1|1|1|2|3|4,1|1|1|1|1|2|3|4
8,0.18,15,39,2.6,binding,True,18.098932721157396,18.098932721157396,18.098932721157396,0.0,0.0,True,True,1|1|1|1|2|2|3|4,1|1|1|1|2|2|3|4
8,0.18,16,39,2.4375,binding,True,18.5566794312432,18.5566794312432,18.5566794312432,0.0,0.0,True,True,1|1|1|2|2|2|3|4,1|1|1|2|2|2|3|4
8,0.18,17,39,2.2941176470588234,binding,True,19.00618321899292,19.00618321899292,19.00618321899292,0.0,0.0,True,True,1|1|1|2|2|3|3|4,1|1|1|2|2|3|3|4
8,0.18,18,39,2.1666666666666665,binding,True,19.41525001301443,19.41525001301443,19.415250013014425,0.0,3.552713678800501e-15,True,True,1|1|1|2|2|3|4|4,1|1|1|2|2|3|4|4
8,0.18,19,39,2.0526315789473686,binding,True,19.80608492020572,19.80608492020572,19.80608492020572,0.0,0.0,True,True,1|1|2|2|2|3|4|4,1|1|2|2|2|3|4|4
8,0.18,20,39,1.95,binding,True,20.193912280282184,20.193912280282184,20.193912280282184,0.0,0.0,True,True,1|1|2|2|2|3|4|5,1|1|2|2|2|3|4|5
8,0.18,21,39,1.8571428571428572,binding,True,20.555136649389937,20.555136649389937,20.555136649389933,0.0,3.552713678800501e-15,True,True,1|1|2|2|3|3|4|5,1|1|2|2|3|3|4|5
8,0.18,22,39,1.7727272727272727,binding,True,20.884616017285527,20.884616017285527,20.884616017285527,0.0,0.0,True,True,1|2|2|2|3|3|4|5,1|2|2|2|3|3|4|5
8,0.18,23,39,1.6956521739130435,binding,True,21.18584710897869,21.18584710897869,21.18584710897869,0.0,0.0,True,True,1|2|2|2|3|4|4|5,1|2|2|2|3|4|4|5
8,0.18,24,39,1.625,binding,True,21.471927593418158,21.471927593418158,21.471927593418155,0.0,3.552713678800501e-15,True,True,1|2|2|3|3|4|4|5,1|2|2|3|3|4|4|5
8,0.18,25,39,1.56,binding,True,21.745457824973915,21.745457824973915,21.74545782497391,0.0,3.552713678800501e-15,True,True,2|2|2|3|3|4|4|5,2|2|2|3|3|4|4|5
8,0.18,26,39,1.5,binding,True,21.9894237695108,21.9894237695108,21.989423769510797,0.0,3.552713678800501e-15,True,True,2|2|2|3|3|4|5|5,2|2|2|3|3|4|5|5
8,0.18,27,39,1.4444444444444444,binding,True,22.21190839100953,22.21190839100953,22.21190839100953,0.0,0.0,True,True,2|2|3|3|3|4|5|5,2|2|3|3|3|4|5|5
8,0.18,28,39,1.3928571428571428,binding,True,22.42927165173229,22.42927165173229,22.42927165173229,0.0,0.0,True,True,2|2|3|3|4|4|5|5,2|2|3|3|4|4|5|5
8,0.18,29,39,1.3448275862068966,binding,True,22.59840485135211,22.59840485135211,22.59840485135211,0.0,0.0,True,True,2|3|3|3|4|4|5|5,2|3|3|3|4|4|5|5
8,0.18,30,39,1.3,binding,True,22.75073812395407,22.75073812395407,22.75073812395407,0.0,0.0,True,True,2|3|3|4|4|4|5|5,2|3|3|4|4|4|5|5
8,0.18,31,39,1.2580645161290323,binding,True,22.897084648248253,22.897084648248253,22.897084648248253,0.0,0.0,True,True,2|3|3|4|4|5|5|5,2|3|3|4|4|5|5|5
8,0.18,32,39,1.21875,binding,True,23.022753858889686,23.022753858889686,23.022753858889683,0.0,3.552713678800501e-15,True,True,2|3|3|4|4|5|5|6,2|3|3|4|4|5|5|6
8,0.18,33,39,1.1818181818181819,binding,True,23.147660018792692,23.147660018792692,23.147660018792692,0.0,0.0,True,True,3|3|3|4|4|5|5|6,3|3|3|4|4|5|5|6
8,0.18,34,39,1.1470588235294117,binding,True,23.25005080748224,23.25005080748224,23.250050807482236,0.0,3.552713678800501e-15,True,True,3|3|4|4|4|5|5|6,3|3|4|4|4|5|5|6
8,0.18,35,39,1.1142857142857143,binding,True,23.329631908137685,23.329631908137685,23.32963190813769,0.0,-3.552713678800501e-15,True,True,3|3|4|4|5|5|5|6,3|3|4|4|5|5|5|6
8,0.18,36,39,1.0833333333333333,binding,True,23.394265773700717,23.394265773700717,23.394265773700717,0.0,0.0,True,True,3|4|4|4|5|5|5|6,3|4|4|4|5|5|5|6
8,0.18,37,39,1.054054054054054,binding,True,23.430996479258923,23.430996479258923,23.430996479258926,0.0,-3.552713678800501e-15,True,True,4|4|4|4|5|5|5|6,4|4|4|4|5|5|5|6
8,0.18,38,39,1.0263157894736843,binding,True,23.46535499616818,23.46535499616818,23.465354996168177,0.0,3.552713678800501e-15,True,True,4|4|4|5|5|5|5|6,4|4|4|5|5|5|5|6
8,0.18,39,39,1.0,slack,True,23.46986227889181,23.46986227889181,23.469862278891807,0.0,3.552713678800501e-15,True,True,4|4|5|5|5|5|5|6,4|4|5|5|5|5|5|6
8,0.18,40,39,0.975,slack,True,23.46986227889181,23.46986227889181,23.469862278891807,0.0,3.552713678800501e-15,True,True,4|4|5|5|5|5|5|6,4|4|5|5|5|5|5|6
8,0.18,41,39,0.9512195121951219,slack,True,23.46986227889181,23.46986227889181,23.469862278891803,0.0,7.105427357601002e-15,True,True,4|4|5|5|5|5|5|6,4|4|5|5|5|5|5|6
8,0.18,42,39,0.9285714285714286,slack,True,23.46986227889181,23.46986227889181,23.46986227889181,0.0,0.0,True,True,4|4|5|5|5|5|5|6,4|4|5|5|5|5|5|6
8,0.18,43,39,0.9069767441860465,slack,True,23.46986227889181,23.46986227889181,23.4698622788918,0.0,1.0658141036401503e-14,True,True,4|4|5|5|5|5|5|6,4|4|5|5|5|5|5|6
